Province/State,Country/Region,Confirmed,Deaths,Recovered
"Ashland, Ohio, US",US,6,0,0
"Ashland, Wisconsin, US",US,2,0,0
"Ashley, Arkansas, US",US,11,0,0
"Ashtabula, Ohio, US",US,61,5,0
"Asotin, Washington, US",US,13,0,0
"Assumption, Louisiana, US",US,145,1,0
"Atascosa, Texas, US",US,11,1,0
"Atchison, Kansas, US",US,5,0,0
"Atchison, Missouri, US",US,2,0,0
"Athens, Ohio, US",US,2,1,0
"Atkinson, Georgia, US",US,5,0,0
"Atlantic, New Jersey, US",US,379,19,0
"Atoka, Oklahoma, US",US,1,0,0
"Attala, Mississippi, US",US,36,0,0
"Audubon, Iowa, US",US,1,0,0
"Auglaize, Ohio, US",US,20,2,0
"Augusta, Virginia, US",US,22,0,0
"Aurora, South Dakota, US",US,1,0,0
"Austin, Texas, US",US,12,0,0
"Autauga, Alabama, US",US,24,2,0
"Avoyelles, Louisiana, US",US,66,3,0
"Baca, Colorado, US",US,10,0,0
"Bacon, Georgia, US",US,17,1,0
"Baker, Florida, US",US,14,3,0
"Baker, Georgia, US",US,15,2,0
"Baldwin, Alabama, US",US,110,2,0
"Baldwin, Georgia, US",US,108,2,0
"Ballard, Kentucky, US",US,4,0,0
"Baltimore, Maryland, US",US,1683,50,0
"Baltimore City, Maryland, US",US,1341,51,0
"Bamberg, South Carolina, US",US,7,0,0
"Bandera, Texas, US",US,4,0,0
"Banks, Georgia, US",US,14,0,0
"Bannock, Idaho, US",US,8,0,0
"Baraga, Michigan, US",US,0,0,0
"Barber, Kansas, US",US,1,0,0
"Barbour, Alabama, US",US,20,0,0
"Barbour, West Virginia, US",US,4,0,0
"Barnes, North Dakota, US",US,3,0,0
"Barnstable, Massachusetts, US",US,611,21,0
"Barnwell, South Carolina, US",US,5,0,0
"Barren, Kentucky, US",US,6,0,0
"Barron, Wisconsin, US",US,6,0,0
"Barrow, Georgia, US",US,87,3,0
"Barry, Michigan, US",US,24,1,0
"Barry, Missouri, US",US,3,0,0
"Bartholomew, Indiana, US",US,130,6,0
"Barton, Kansas, US",US,6,0,0
"Bartow, Georgia, US",US,226,22,0
"Bastrop, Texas, US",US,42,2,0
"Bates, Missouri, US",US,5,1,0
"Bath, Kentucky, US",US,3,0,0
"Bath, Virginia, US",US,0,0,0
"Baxter, Arkansas, US",US,5,0,0
"Bay, Florida, US",US,53,2,0
"Bay, Michigan, US",US,80,2,0
"Bayfield, Wisconsin, US",US,2,1,0
"Beadle, South Dakota, US",US,19,2,0
"Bear River, Utah, US",US,54,0,0
"Beaufort, North Carolina, US",US,14,0,0
"Beaufort, South Carolina, US",US,219,6,0
"Beauregard, Louisiana, US",US,33,2,0
"Beaver, Oklahoma, US",US,1,0,0
"Beaver, Pennsylvania, US",US,256,32,0
"Beaverhead, Montana, US",US,1,0,0
"Becker, Minnesota, US",US,1,0,0
"Beckham, Oklahoma, US",US,2,0,0
"Bedford, Pennsylvania, US",US,14,1,0
"Bedford, Tennessee, US",US,69,2,0
"Bedford, Virginia, US",US,18,0,0
"Bee, Texas, US",US,5,0,0
"Belknap, New Hampshire, US",US,26,0,0
"Bell, Texas, US",US,123,3,0
"Belmont, Ohio, US",US,65,3,0
"Beltrami, Minnesota, US",US,5,0,0
"Ben Hill, Georgia, US",US,15,0,0
"Bennington, Vermont, US",US,36,1,0
"Benton, Arkansas, US",US,62,0,0
"Benton, Indiana, US",US,4,0,0
"Benton, Iowa, US",US,22,1,0
"Benton, Minnesota, US",US,4,0,0
"Benton, Mississippi, US",US,7,0,0
"Benton, Missouri, US",US,3,0,0
"Benton, Oregon, US",US,22,5,0
"Benton, Tennessee, US",US,4,0,0
"Benton, Washington, US",US,279,34,0
"Benzie, Michigan, US",US,3,0,0
"Bergen, New Jersey, US",US,11872,767,0
"Berkeley, South Carolina, US",US,129,3,0
"Berkeley, West Virginia, US",US,108,1,0
"Berks, Pennsylvania, US",US,1833,65,0
"Berkshire, Massachusetts, US",US,360,27,0
"Bernalillo, New Mexico, US",US,518,24,0
"Berrien, Georgia, US",US,10,0,0
"Berrien, Michigan, US",US,150,8,0
"Bertie, North Carolina, US",US,20,1,0
"Bethel, Alaska, US",US,1,0,0
"Bexar, Texas, US",US,954,38,0
"Bibb, Alabama, US",US,28,0,0
"Bibb, Georgia, US",US,198,1,0
"Bienville, Louisiana, US",US,57,9,0
"Big Horn, Montana, US",US,3,0,0
"Big Horn, Wyoming, US",US,1,0,0
"Big Stone, Minnesota, US",US,1,0,0
"Bingham, Idaho, US",US,3,0,0
"Black Hawk, Iowa, US",US,191,1,0
"Blackford, Indiana, US",US,5,1,0
"Bladen, North Carolina, US",US,2,0,0
"Blaine, Idaho, US",US,470,5,0
"Blair, Pennsylvania, US",US,13,0,0
"Blanco, Texas, US",US,5,0,0
"Bland, Virginia, US",US,0,0,0
"Bleckley, Georgia, US",US,6,0,0
"Bledsoe, Tennessee, US",US,9,0,0
"Blount, Alabama, US",US,21,0,0
"Blount, Tennessee, US",US,43,3,0
"Blue Earth, Minnesota, US",US,23,0,0
"Bolivar, Mississippi, US",US,77,5,0
"Bollinger, Missouri, US",US,3,0,0
"Bon Homme, South Dakota, US",US,4,0,0
"Bond, Illinois, US",US,3,1,0
"Bonner, Idaho, US",US,4,0,0
"Bonneville, Idaho, US",US,24,0,0
"Boone, Arkansas, US",US,3,0,0
"Boone, Illinois, US",US,28,2,0
"Boone, Indiana, US",US,145,8,0
"Boone, Iowa, US",US,6,0,0
"Boone, Kentucky, US",US,79,2,0
"Boone, Missouri, US",US,92,1,0
"Boone, West Virginia, US",US,2,0,0
"Bosque, Texas, US",US,1,0,0
"Bossier, Louisiana, US",US,222,11,0
"Botetourt, Virginia, US",US,24,0,0
"Boulder, Colorado, US",US,335,17,0
"Boundary, Idaho, US",US,0,0,0
"Bourbon, Kansas, US",US,6,1,0
"Bourbon, Kentucky, US",US,6,1,0
"Bowie, Texas, US",US,56,1,0
"Bowman, North Dakota, US",US,1,0,0
"Box Butte, Nebraska, US",US,1,0,0
"Boyd, Kentucky, US",US,27,2,0
"Boyle, Kentucky, US",US,13,0,0
"Bracken, Kentucky, US",US,7,0,0
"Bradford, Florida, US",US,40,2,0
"Bradford, Pennsylvania, US",US,24,1,0
"Bradley, Arkansas, US",US,6,1,0
"Bradley, Tennessee, US",US,36,1,0
"Branch, Michigan, US",US,36,2,0
"Brantley, Georgia, US",US,16,2,0
"Braxton, West Virginia, US",US,1,0,0
"Brazoria, Texas, US",US,301,3,0
"Brazos, Texas, US",US,153,16,0
"Breathitt, Kentucky, US",US,1,0,0
"Breckinridge, Kentucky, US",US,6,0,0
"Bremer, Iowa, US",US,26,0,0
"Brevard, Florida, US",US,208,7,0
"Bristol, Massachusetts, US",US,1644,87,0
"Bristol, Rhode Island, US",US,59,0,0
"Bristol, Virginia, US",US,1,0,0
"Broadwater, Montana, US",US,4,0,0
"Brooke, West Virginia, US",US,3,0,0
"Brookings, South Dakota, US",US,9,0,0
"Brooks, Georgia, US",US,18,5,0
"Broome, New York, US",US,182,10,0
"Broomfield, Colorado, US",US,99,2,0
"Broward, Florida, US",US,3856,115,0
"Brown, Indiana, US",US,13,1,0
"Brown, Minnesota, US",US,6,1,0
"Brown, Ohio, US",US,8,1,0
"Brown, South Dakota, US",US,20,0,0
"Brown, Texas, US",US,12,1,0
"Brown, Wisconsin, US",US,214,1,0
"Brule, South Dakota, US",US,0,0,0
"Brunswick, North Carolina, US",US,34,2,0
"Brunswick, Virginia, US",US,12,0,0
"Bryan, Georgia, US",US,31,2,0
"Bryan, Oklahoma, US",US,5,0,0
"Buchanan, Iowa, US",US,8,0,0
"Buchanan, Missouri, US",US,30,1,0
"Buchanan, Virginia, US",US,12,0,0
"Buckingham, Virginia, US",US,26,0,0
"Bucks, Pennsylvania, US",US,1713,84,0
"Buena Vista, Iowa, US",US,2,0,0
"Buena Vista, Virginia, US",US,5,0,0
"Buffalo, Nebraska, US",US,51,1,0
"Buffalo, Wisconsin, US",US,3,1,0
"Bullitt, Kentucky, US",US,31,2,0
"Bulloch, Georgia, US",US,26,1,0
"Bullock, Alabama, US",US,9,0,0
"Buncombe, North Carolina, US",US,44,3,0
"Bureau, Illinois, US",US,8,0,0
"Burke, Georgia, US",US,45,2,0
"Burke, North Carolina, US",US,62,6,0
"Burke, North Dakota, US",US,2,0,0
"Burleigh, North Dakota, US",US,63,0,0
"Burleson, Texas, US",US,9,0,0
"Burlington, New Jersey, US",US,1529,58,0
"Burnet, Texas, US",US,8,0,0
"Burt, Nebraska, US",US,1,0,0
"Butler, Alabama, US",US,14,0,0
"Butler, Iowa, US",US,1,0,0
"Butler, Kansas, US",US,12,0,0
"Butler, Kentucky, US",US,71,2,0
"Butler, Missouri, US",US,23,0,0
"Butler, Nebraska, US",US,1,0,0
"Butler, Ohio, US",US,164,2,0
"Butler, Pennsylvania, US",US,156,5,0
"Butte, California, US",US,16,0,0
"Butte, South Dakota, US",US,0,0,0
"Butts, Georgia, US",US,43,0,0
"Cabarrus, North Carolina, US",US,204,4,0
"Cabell, West Virginia, US",US,34,0,0
"Caddo, Louisiana, US",US,1191,70,0
"Caddo, Oklahoma, US",US,49,2,0
"Calaveras, California, US",US,12,0,0
"Calcasieu, Louisiana, US",US,304,19,0
"Caldwell, Kentucky, US",US,11,0,0
"Caldwell, Louisiana, US",US,15,0,0
"Caldwell, Missouri, US",US,2,0,0
"Caldwell, North Carolina, US",US,23,0,0
"Caldwell, Texas, US",US,7,0,0
"Caledonia, Vermont, US",US,12,0,0
"Calhoun, Alabama, US",US,69,2,0
"Calhoun, Florida, US",US,6,0,0
"Calhoun, Georgia, US",US,55,2,0
"Calhoun, Illinois, US",US,1,0,0
"Calhoun, Michigan, US",US,136,5,0
"Calhoun, Mississippi, US",US,37,2,0
"Calhoun, South Carolina, US",US,5,1,0
"Calhoun, Texas, US",US,20,1,0
"Callahan, Texas, US",US,1,0,0
"Callaway, Missouri, US",US,20,1,0
"Calloway, Kentucky, US",US,20,1,0
"Calumet, Wisconsin, US",US,6,0,0
"Calvert, Maryland, US",US,110,3,0
"Camas, Idaho, US",US,1,0,0
"Cambria, Pennsylvania, US",US,18,1,0
"Camden, Georgia, US",US,28,0,0
"Camden, Missouri, US",US,31,1,0
"Camden, New Jersey, US",US,2057,74,0
"Cameron, Louisiana, US",US,3,0,0
"Cameron, Pennsylvania, US",US,1,0,0
"Cameron, Texas, US",US,292,6,0
"Camp, Texas, US",US,6,0,0
"Campbell, Kentucky, US",US,50,6,0
"Campbell, Tennessee, US",US,11,1,0
"Campbell, Virginia, US",US,9,0,0
"Campbell, Wyoming, US",US,13,0,0
"Canadian, Oklahoma, US",US,70,3,0
"Candler, Georgia, US",US,5,0,0
"Cannon, Tennessee, US",US,8,0,0
"Canyon, Idaho, US",US,182,5,0
"Cape Girardeau, Missouri, US",US,35,1,0
"Cape May, New Jersey, US",US,192,14,0
"Carbon, Montana, US",US,6,0,0
"Carbon, Pennsylvania, US",US,132,8,0
"Carbon, Wyoming, US",US,4,0,0
"Caribou, Idaho, US",US,1,0,0
"Carlton, Minnesota, US",US,36,0,0
"Caroline, Maryland, US",US,33,0,0
"Caroline, Virginia, US",US,13,0,0
"Carroll, Arkansas, US",US,2,0,0
"Carroll, Georgia, US",US,272,9,0
"Carroll, Illinois, US",US,5,1,0
"Carroll, Indiana, US",US,5,1,0
"Carroll, Iowa, US",US,1,0,0
"Carroll, Kentucky, US",US,2,0,0
"Carroll, Maryland, US",US,285,28,0
"Carroll, Mississippi, US",US,13,1,0
"Carroll, New Hampshire, US",US,30,0,0
"Carroll, Ohio, US",US,15,0,0
"Carroll, Tennessee, US",US,15,0,0
"Carroll, Virginia, US",US,3,0,0
"Carson, Texas, US",US,1,0,0
"Carson City, Nevada, US",US,28,0,0
"Carter, Kentucky, US",US,4,0,0
"Carter, Missouri, US",US,2,1,0
"Carter, Oklahoma, US",US,1,0,0
"Carter, Tennessee, US",US,4,1,0
"Carteret, North Carolina, US",US,22,2,0
"Carver, Minnesota, US",US,14,0,0
"Cascade, Montana, US",US,12,1,0
"Casey, Kentucky, US",US,1,0,0
"Cass, Indiana, US",US,70,1,0
"Cass, Iowa, US",US,1,0,0
"Cass, Michigan, US",US,21,1,0
"Cass, Minnesota, US",US,4,0,0
"Cass, Missouri, US",US,47,6,0
"Cass, Nebraska, US",US,5,0,0
"Cass, North Dakota, US",US,210,2,0
"Cass, Texas, US",US,11,0,0
"Cassia, Idaho, US",US,9,1,0
"Castro, Texas, US",US,10,1,0
"Caswell, North Carolina, US",US,7,0,0
"Catahoula, Louisiana, US",US,23,1,0
"Catawba, North Carolina, US",US,42,1,0
"Catoosa, Georgia, US",US,19,0,0
"Catron, New Mexico, US",US,1,0,0
"Cattaraugus, New York, US",US,34,0,0
"Cayuga, New York, US",US,35,1,0
"Cecil, Maryland, US",US,128,3,0
"Cedar, Iowa, US",US,26,0,0
"Cedar, Missouri, US",US,5,0,0
"Cedar, Nebraska, US",US,0,0,0
"Central Utah, Utah, US",US,15,0,0
"Centre, Pennsylvania, US",US,72,1,0
"Cerro Gordo, Iowa, US",US,14,0,0
"Chaffee, Colorado, US",US,34,4,0
"Chambers, Alabama, US",US,232,13,0
"Chambers, Texas, US",US,35,0,0
"Champaign, Illinois, US",US,91,4,0
"Champaign, Ohio, US",US,7,1,0
"Chariton, Missouri, US",US,4,0,0
"Charles, Maryland, US",US,353,17,0
"Charles City, Virginia, US",US,11,0,0
"Charles Mix, South Dakota, US",US,4,0,0
"Charleston, South Carolina, US",US,387,3,0
"Charlevoix, Michigan, US",US,11,1,0
"Charlotte, Florida, US",US,129,9,0
"Charlotte, Virginia, US",US,8,0,0
"Charlottesville, Virginia, US",US,40,1,0
"Charlton, Georgia, US",US,6,0,0
"Chase, Kansas, US",US,1,0,0
"Chatham, Georgia, US",US,174,5,0
"Chatham, North Carolina, US",US,118,1,0
"Chattahoochee, Georgia, US",US,6,0,0
"Chattooga, Georgia, US",US,8,1,0
"Chautauqua, Kansas, US",US,3,0,0
"Chautauqua, New York, US",US,22,3,0
"Chaves, New Mexico, US",US,21,0,0
"Cheatham, Tennessee, US",US,22,0,0
"Cheboygan, Michigan, US",US,13,1,0
"Chelan, Washington, US",US,67,6,0
"Chemung, New York, US",US,72,1,0
"Chenango, New York, US",US,78,0,0
"Cherokee, Alabama, US",US,12,0,0
"Cherokee, Georgia, US",US,285,8,0
"Cherokee, Kansas, US",US,7,0,0
"Cherokee, North Carolina, US",US,15,1,0
"Cherokee, Oklahoma, US",US,23,1,0
"Cherokee, South Carolina, US",US,13,0,0
"Cherokee, Texas, US",US,9,1,0
"Cherry, Nebraska, US",US,1,0,0
"Chesapeake, Virginia, US",US,158,4,0
"Cheshire, New Hampshire, US",US,29,0,0
"Chester, Pennsylvania, US",US,835,42,0
"Chester, South Carolina, US",US,24,0,0
"Chester, Tennessee, US",US,8,0,0
"Chesterfield, South Carolina, US",US,36,0,0
"Chesterfield, Virginia, US",US,311,0,0
"Cheyenne, Nebraska, US",US,4,0,0
"Chickasaw, Iowa, US",US,3,0,0
"Chickasaw, Mississippi, US",US,41,2,0
"Chicot, Arkansas, US",US,7,0,0
"Childress, Texas, US",US,1,0,0
"Chilton, Alabama, US",US,41,0,0
"Chippewa, Michigan, US",US,1,0,0
"Chippewa, Wisconsin, US",US,20,0,0
"Chisago, Minnesota, US",US,6,1,0
"Chittenden, Vermont, US",US,362,23,0
"Choctaw, Alabama, US",US,14,0,0
"Choctaw, Mississippi, US",US,11,1,0
"Choctaw, Oklahoma, US",US,3,0,0
"Chowan, North Carolina, US",US,6,0,0
"Christian, Illinois, US",US,21,4,0
"Christian, Kentucky, US",US,76,3,0
"Christian, Missouri, US",US,19,0,0
"Churchill, Nevada, US",US,3,0,0
"Cibola, New Mexico, US",US,31,2,0
"Citrus, Florida, US",US,76,8,0
"Clackamas, Oregon, US",US,156,5,0
"Claiborne, Louisiana, US",US,45,5,0
"Claiborne, Mississippi, US",US,10,0,0
"Claiborne, Tennessee, US",US,5,0,0
"Clallam, Washington, US",US,15,0,0
"Clare, Michigan, US",US,7,1,0
"Clarendon, South Carolina, US",US,106,6,0
"Clarion, Pennsylvania, US",US,17,1,0
"Clark, Arkansas, US",US,27,0,0
"Clark, Illinois, US",US,4,0,0
"Clark, Indiana, US",US,151,11,0
"Clark, Kentucky, US",US,18,0,0
"Clark, Missouri, US",US,1,0,0
"Clark, Nevada, US",US,2803,137,0
"Clark, Ohio, US",US,25,0,0
"Clark, South Dakota, US",US,1,0,0
"Clark, Washington, US",US,261,16,0
"Clark, Wisconsin, US",US,16,0,0
"Clarke, Alabama, US",US,24,0,0
"Clarke, Georgia, US",US,95,13,0
"Clarke, Iowa, US",US,2,0,0
"Clarke, Mississippi, US",US,25,2,0
"Clarke, Virginia, US",US,6,0,0
"Clatsop, Oregon, US",US,6,0,0
"Clay, Alabama, US",US,18,0,0
"Clay, Arkansas, US",US,1,0,0
"Clay, Florida, US",US,236,11,0
"Clay, Georgia, US",US,18,2,0
"Clay, Illinois, US",US,1,0,0
"Clay, Indiana, US",US,18,0,0
"Clay, Iowa, US",US,3,0,0
"Clay, Kansas, US",US,2,0,0
"Clay, Kentucky, US",US,1,0,0
"Clay, Minnesota, US",US,53,2,0
"Clay, Mississippi, US",US,24,1,0
"Clay, Missouri, US",US,56,1,0
"Clay, Nebraska, US",US,4,0,0
"Clay, North Carolina, US",US,5,0,0
"Clay, South Dakota, US",US,5,0,0
"Clay, Tennessee, US",US,5,0,0
"Clay, Texas, US",US,3,0,0
"Clayton, Georgia, US",US,502,17,0
"Clayton, Iowa, US",US,6,1,0
"Clear Creek, Colorado, US",US,11,0,0
"Clearfield, Pennsylvania, US",US,11,0,0
"Clearwater, Minnesota, US",US,3,0,0
"Cleburne, Alabama, US",US,11,1,0
"Cleburne, Arkansas, US",US,66,4,0
"Clermont, Ohio, US",US,71,1,0
"Cleveland, Arkansas, US",US,8,0,0
"Cleveland, North Carolina, US",US,42,2,0
"Cleveland, Oklahoma, US",US,292,21,0
"Clinch, Georgia, US",US,7,0,0
"Clinton, Illinois, US",US,45,0,0
"Clinton, Indiana, US",US,17,1,0
"Clinton, Iowa, US",US,41,0,0
"Clinton, Kentucky, US",US,2,0,0
"Clinton, Michigan, US",US,97,6,0
"Clinton, Missouri, US",US,11,0,0
"Clinton, New York, US",US,46,3,0
"Clinton, Ohio, US",US,26,0,0
"Clinton, Pennsylvania, US",US,11,0,0
"Cloud, Kansas, US",US,3,0,0
"Coahoma, Mississippi, US",US,46,2,0
"Cobb, Georgia, US",US,1074,51,0
"Cochise, Arizona, US",US,24,0,0
"Cocke, Tennessee, US",US,11,0,0
"Coconino, Arizona, US",US,307,26,0
"Codington, South Dakota, US",US,13,0,0
"Coffee, Alabama, US",US,59,0,0
"Coffee, Georgia, US",US,75,4,0
"Coffee, Tennessee, US",US,20,0,0
"Coffey, Kansas, US",US,41,6,0
"Colbert, Alabama, US",US,15,1,0
"Cole, Missouri, US",US,45,1,0
"Coles, Illinois, US",US,16,0,0
"Colfax, Nebraska, US",US,4,0,0
"Colfax, New Mexico, US",US,4,0,0
"Colleton, South Carolina, US",US,22,1,0
"Collier, Florida, US",US,455,8,0
"Collin, Texas, US",US,509,13,0
"Colonial Heights, Virginia, US",US,23,0,0
"Colorado, Texas, US",US,8,0,0
"Colquitt, Georgia, US",US,117,5,0
"Columbia, Arkansas, US",US,5,0,0
"Columbia, Florida, US",US,39,0,0
"Columbia, Georgia, US",US,100,1,0
"Columbia, New York, US",US,96,11,0
"Columbia, Oregon, US",US,14,0,0
"Columbia, Pennsylvania, US",US,196,6,0
"Columbia, Washington, US",US,1,0,0
"Columbia, Wisconsin, US",US,26,1,0
"Columbiana, Ohio, US",US,154,13,0
"Columbus, North Carolina, US",US,55,3,0
"Colusa, California, US",US,3,0,0
"Comal, Texas, US",US,37,6,0
"Comanche, Oklahoma, US",US,67,0,0
"Comanche, Texas, US",US,4,0,0
"Concho, Texas, US",US,1,0,0
"Concordia, Louisiana, US",US,24,2,0
"Conecuh, Alabama, US",US,10,0,0
"Contra Costa, California, US",US,673,20,0
"Converse, Wyoming, US",US,9,0,0
"Conway, Arkansas, US",US,4,1,0
"Cook, Georgia, US",US,11,1,0
"Cook, Illinois, US",US,20395,877,0
"Cooke, Texas, US",US,4,0,0
"Cooper, Missouri, US",US,4,0,0
"Coos, New Hampshire, US",US,2,0,0
"Coos, Oregon, US",US,1,0,0
"Coosa, Alabama, US",US,21,1,0
"Copiah, Mississippi, US",US,45,1,0
"Corson, South Dakota, US",US,1,0,0
"Cortland, New York, US",US,25,0,0
"Coryell, Texas, US",US,74,1,0
"Coshocton, Ohio, US",US,16,0,0
"Costilla, Colorado, US",US,3,0,0
"Cotton, Oklahoma, US",US,5,0,0
"Cottonwood, Minnesota, US",US,6,0,0
"Covington, Alabama, US",US,21,1,0
"Covington, Mississippi, US",US,29,0,0
"Covington, Virginia, US",US,1,0,0
"Coweta, Georgia, US",US,158,3,0
"Cowley, Kansas, US",US,0,1,0
"Cowlitz, Washington, US",US,29,0,0
"Craig, Oklahoma, US",US,8,0,0
"Craig, Virginia, US",US,2,0,0
"Craighead, Arkansas, US",US,42,1,0
"Crane, Texas, US",US,2,0,0
"Craven, North Carolina, US",US,32,2,0
"Crawford, Arkansas, US",US,4,0,0
"Crawford, Georgia, US",US,13,0,0
"Crawford, Illinois, US",US,4,0,0
"Crawford, Indiana, US",US,12,0,0
"Crawford, Iowa, US",US,5,1,0
"Crawford, Kansas, US",US,5,1,0
"Crawford, Michigan, US",US,27,2,0
"Crawford, Missouri, US",US,6,0,0
"Crawford, Ohio, US",US,41,0,0
"Crawford, Pennsylvania, US",US,16,0,0
"Crawford, Wisconsin, US",US,3,0,0
"Creek, Oklahoma, US",US,64,4,0
"Crenshaw, Alabama, US",US,6,0,0
"Crisp, Georgia, US",US,116,2,0
"Crittenden, Arkansas, US",US,135,4,0
"Crittenden, Kentucky, US",US,3,0,0
"Crockett, Tennessee, US",US,5,0,0
"Crook, Oregon, US",US,1,0,0
"Crook, Wyoming, US",US,4,0,0
"Crosby, Texas, US",US,0,1,0
"Cross, Arkansas, US",US,8,0,0
"Crow Wing, Minnesota, US",US,19,0,0
"Crowley, Colorado, US",US,1,1,0
"Cullman, Alabama, US",US,42,0,0
"Culpeper, Virginia, US",US,43,0,0
"Cumberland, Illinois, US",US,2,0,0
"Cumberland, Kentucky, US",US,3,0,0
"Cumberland, Maine, US",US,362,16,0
"Cumberland, New Jersey, US",US,304,4,0
"Cumberland, North Carolina, US",US,107,6,0
"Cumberland, Pennsylvania, US",US,178,4,0
"Cumberland, Tennessee, US",US,57,0,0
"Cumberland, Virginia, US",US,10,0,0
"Cuming, Nebraska, US",US,2,0,0
"Currituck, North Carolina, US",US,3,0,0
"Curry, New Mexico, US",US,10,0,0
"Curry, Oregon, US",US,4,0,0
"Custer, Colorado, US",US,2,0,0
"Custer, Idaho, US",US,2,0,0
"Custer, Nebraska, US",US,20,0,0
"Custer, Oklahoma, US",US,9,0,0
"Cuyahoga, Ohio, US",US,1413,53,0
"Dade, Georgia, US",US,7,1,0
"Dakota, Minnesota, US",US,110,6,0
"Dakota, Nebraska, US",US,29,0,0
"Dale, Alabama, US",US,20,0,0
"Dallam, Texas, US",US,3,0,0
"Dallas, Alabama, US",US,23,2,0
"Dallas, Arkansas, US",US,1,0,0
"Dallas, Iowa, US",US,45,0,0
"Dallas, Missouri, US",US,2,0,0
"Dallas, Texas, US",US,2368,60,0
"Dane, Wisconsin, US",US,342,19,0
"Danville, Virginia, US",US,27,0,0
"Dare, North Carolina, US",US,14,1,0
"Darke, Ohio, US",US,46,10,0
"Darlington, South Carolina, US",US,64,0,0
"Dauphin, Pennsylvania, US",US,359,9,0
"Davidson, North Carolina, US",US,92,2,0
"Davidson, Tennessee, US",US,1619,19,0
"Davie, North Carolina, US",US,21,2,0
"Daviess, Indiana, US",US,31,3,0
"Daviess, Kentucky, US",US,122,3,0
"Daviess, Missouri, US",US,2,0,0
"Davis, Utah, US",US,234,2,0
"Davison, South Dakota, US",US,3,0,0
"Dawson, Georgia, US",US,43,1,0
"Dawson, Nebraska, US",US,124,0,0
