Province/State,Country/Region,Confirmed,Deaths,Recovered
"",San Marino,80,5,4
Ontario,Canada,79,0,4
Louisiana,US,77,1,0
Xinjiang,China,76,3,73
Florida,US,76,3,0
Inner Mongolia,China,75,1,71
Ningxia,China,75,0,73
New Jersey,US,69,1,0
Georgia,US,66,1,0
British Columbia,Canada,64,1,4
Illinois,US,64,0,2
"",Chile,61,0,0
"",Russia,59,0,8
Texas,US,57,0,0
"",Taiwan*,53,1,20
"",Vietnam,53,0,16
"",Luxembourg,51,1,0
Victoria,Australia,49,0,8
Pennsylvania,US,47,0,0
Queensland,Australia,46,0,8
"",Serbia,46,0,0
Diamond Princess,US,46,0,0
"",Slovakia,44,0,0
"",Bulgaria,41,2,0
Virginia,US,41,1,0
"",Brunei,40,0,0
"",Albania,38,1,0
"",Croatia,38,0,1
"",Peru,38,0,0
"",South Africa,38,0,0
"",Algeria,37,3,12
"",Panama,36,1,0
"",Argentina,34,2,1
Oregon,US,32,0,0
Tennessee,US,32,0,0
"",Pakistan,31,0,2
"",Georgia,30,0,0
"",Hungary,30,0,1
Alberta,Canada,29,0,0
"",Ecuador,28,2,0
"",Belarus,27,0,3
Wisconsin,US,27,0,1
"",Costa Rica,26,0,0
"",Cyprus,26,0,0
"",Latvia,26,0,1
"",Mexico,26,0,4
Maryland,US,26,0,0
Ohio,US,26,0,0
Michigan,US,25,0,0
North Carolina,US,24,0,0
"",Colombia,22,0,0
Connecticut,US,22,0,0
Grand Princess,US,21,0,0
Minnesota,US,21,0,0
Nevada,US,21,0,0
Rhode Island,US,20,0,0
South Australia,Australia,19,0,3
"",Oman,19,0,9
South Carolina,US,19,0,0
"",Armenia,18,0,0
"",Bosnia and Herzegovina,18,0,0
Qinghai,China,18,0,18
"",Malta,18,0,1
"",Tunisia,18,0,0
Western Australia,Australia,17,1,0
Quebec,Canada,17,0,0
"",Morocco,17,1,1
Iowa,US,17,0,0
Indiana,US,16,0,0
"",Azerbaijan,15,1,3
"",North Macedonia,14,0,1
Kentucky,US,14,0,0
Nebraska,US,14,0,0
"",Moldova,12,0,0
Arizona,US,12,0,1
Arkansas,US,12,0,0
"",Afghanistan,11,0,0
"",Dominican Republic,11,0,0
"",Bolivia,10,0,0
Macau,China,10,0,10
"",Maldives,10,0,0
"",Senegal,10,0,1
"",Sri Lanka,10,0,1
District of Columbia,US,10,0,0
New Mexico,US,10,0,0
Utah,US,10,0,0
Faroe Islands,Denmark,9,0,0
"",Martinique,9,0,0
South Dakota,US,9,1,0
"",Jamaica,8,0,0
"",Lithuania,8,0,0
Kansas,US,8,1,0
"",Cambodia,7,0,1
New Hampshire,US,7,0,0
"",Kazakhstan,6,0,0
"",New Zealand,6,0,0
"",Paraguay,6,0,0
"",Reunion,6,0,0
Alabama,US,6,0,0
Delaware,US,6,0,0
Mississippi,US,6,0,0
Tasmania,Australia,5,0,0
Fench Guiana,France,5,0,0
"",French Guiana,5,0,0
"",Turkey,5,0,0
Montana,US,5,0,0
Vermont,US,5,0,0
Manitoba,Canada,4,0,0
"",Cuba,4,0,0
"",Liechtenstein,4,0,0
Hawaii,US,4,0,0
Missouri,US,4,0,0
Oklahoma,US,4,0,0
"",Uruguay,4,0,0
"",Bangladesh,3,0,0
French Polynesia,France,3,0,0
"",Ghana,3,0,0
Maine,US,3,0,0
Puerto Rico,US,3,0,0
"",Ukraine,3,1,0
"",Aruba,2,0,0
"",Burkina Faso,2,0,0
"",Cameroon,2,0,0
Saskatchewan,Canada,2,0,0
"",Congo (Kinshasa),2,0,0
St Martin,France,2,0,0
"",Honduras,2,0,0
"",Jersey,2,0,0
"",Monaco,2,0,0
"",Namibia,2,0,0
"",Nigeria,2,0,0
"",Seychelles,2,0,0
"",Trinidad and Tobago,2,0,0
Idaho,US,2,0,0
Wyoming,US,2,0,0
Channel Islands,United Kingdom,2,0,0
"",Venezuela,2,0,0
"",Andorra,1,0,1
"",Antigua and Barbuda,1,0,0
Australian Capital Territory,Australia,1,0,0
Northern Territory,Australia,1,0,0
"",Bhutan,1,0,0
New Brunswick,Canada,1,0,0
"",Cayman Islands,1,0,0
Tibet,China,1,0,1
"",Cote d'Ivoire,1,0,0
"",Curacao,1,0,0
"",Eswatini,1,0,0
"",Ethiopia,1,0,0
Saint Barthelemy,France,1,0,0
"",Gabon,1,0,0
"",Guadeloupe,1,0,0
"",Guatemala,1,0,0
"",Guernsey,1,0,0
"",Guinea,1,0,0
"",Guyana,1,1,0
"",Holy See,1,0,0
"",Jordan,1,0,1
"",Kenya,1,0,0
"",Mauritania,1,0,0
"",Mongolia,1,0,0
"",Nepal,1,0,1
"",Rwanda,1,0,0
"",Saint Lucia,1,0,0
"",Saint Vincent and the Grenadines,1,0,0
"",Sudan,1,1,0
"",Suriname,1,0,0
"",Togo,1,0,0
North Dakota,US,1,0,0
"Virgin Islands, U.S.",US,1,0,0
Gibraltar,United Kingdom,1,0,1
From Diamond Princess,Australia,0,0,0
West Virginia,US,0,0,0
"",occupied Palestinian territory,0,0,0
